target,gender,match_id,home_team,away_team,sportsbook_line,prediction,suggested_line,actual,edge,bet,bet_hit,profit,roi_pct
q3_total,men_or_open,15471325,USK Praha B,BK Napos Vysoka Nad Labem,55.0,25.8,30.8,54,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15471295,Sokol Pra?sk?,BK Lions Jindrichuv Hradec,55.0,30.4,35.4,42,-19.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15471271,SKB Zlin,Valecnici Decin,55.0,26.5,31.5,44,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15471263,BA Lynx Liberec,BK Opava B,55.0,28.9,33.9,30,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15471262,BK Novy Jicin,BK Lokomotiva Plze?,55.0,24.7,29.7,41,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15462129,Minyor 2015,Cherno More Ticha,55.0,29.9,34.9,48,-20.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15462128,Balkan Botevgrad,BC Spartak Pleven,55.0,24.4,29.4,36,-25.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15461492,Swiss Central Basketball,BC Winterthur,55.0,27.0,32.0,36,-23.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15460114,Veolia Towers Hamburg (Cyber),Fenerbah?e (Cyber),55.0,24.1,29.1,37,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15450029,Vilniaus Rajono Krep?inio Klubas,Lazdij? Briedis-Piet? Megrame,55.0,36.3,41.3,46,-13.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15446896,Kosner Baskonia,La Laguna Tenerife,55.0,25.5,30.5,46,-24.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15445694,Bar?a Basket,UCAM Murcia,55.0,28.9,33.9,36,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15441324,Valencia Basket,Joventut Badalona,55.0,25.8,30.8,47,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15441267,Kobrat,Kouvot Kouvola,55.0,27.2,32.2,46,-22.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15441254,Tapiolan Honka Espoo,Helsinki Seagulls IF,55.0,29.6,34.6,49,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15441241,Salon Vilpas Vikings,Korihait Uusikaupunki,55.0,29.6,34.6,28,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15428039,SL Benfica,Ovarense,55.0,28.2,33.2,52,-21.8,UNDER,True,0.91,91.0
q3_total,women,15420613,Levhartice Chomutov B,Sokol Nusle,55.0,20.2,25.2,35,-29.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15411719,Al Muharraq,AL Ahli BH,55.0,25.8,30.8,45,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15408382,CSM CSU Oradea 2,Clubul Sportiv V?lcea 1924 2,55.0,29.9,34.9,43,-20.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15407767,Pallacanestro Calenzano,Basket Scandicci,55.0,25.6,30.6,29,-24.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15407766,Minibasket Valbisenzio,Valdelsa Basket,55.0,22.7,27.7,40,-27.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15407765,Laurenziana Basket,Basket Asciano,55.0,25.2,30.2,32,-24.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407000,Vela Basket,Cus Pisa,55.0,25.0,30.0,32,-25.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15404368,KK Cibona U17,KK Vedi Bjelovar U17,55.0,36.1,41.1,37,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15403691,Staryi Lutsk-Universitet,BC Kharkivski Sokoly,55.0,28.9,33.9,37,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15403684,BC Hoverla,BC Cherkaski Mavpy,55.0,30.5,35.5,49,-19.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15402072,UMF Sindri,KV Reykjav?k,55.0,28.3,33.3,36,-21.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15402070,Selfoss,Fj?lnir,55.0,29.6,34.6,34,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15402069,Thor AK Akureyri,UMF Skallagrimur,55.0,31.5,36.5,39,-18.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15402068,Brei?ablik,H?ttur,55.0,28.9,33.9,32,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15402067,Snaefell,Haukar,55.0,28.9,33.9,53,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15402065,LTH Castings,KK Celje,55.0,26.5,31.5,35,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15402064,SISU Copenhagen,Falcon,55.0,25.4,30.4,34,-24.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15401437,Jonavos SC,Kauno raj. Tornado KM-Tauras,55.0,30.9,35.9,35,-19.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15401436,Pakruojo SC-Lygum? ??B,Skuodo KKSC-Kur?asta,55.0,29.1,34.1,22,-20.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15401435,?iauli? KA Saul?-?SG,BC Radvili?kis,55.0,25.0,30.0,48,-25.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15401434,KK Trakai-Trak? SC,Kai?iadori? Saving?,55.0,28.6,33.6,50,-21.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15401052,Griffin,Free UNI & Agr UNI,55.0,29.6,34.6,47,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15401038,Alytaus SRC,Kauno kolegija,55.0,24.2,29.2,41,-25.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15395134,Virtus Bologna,GeVi Napoli Basket,55.0,24.0,29.0,49,-26.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15395133,Umana Reyer Venezia,Bertram Derthona Tortona,55.0,29.6,34.6,38,-20.4,UNDER,True,0.91,91.0
q3_total,women,15384060,Municipal Targoviste,FCC UAV Basketball Arad,55.0,20.4,25.4,26,-29.6,UNDER,True,0.91,91.0
q3_total,women,15384059,CS Rapid,ACS Sepsi SIC,55.0,17.8,22.8,46,-32.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15375502,Monaco Basket,SIG Strasbourg,55.0,30.1,35.1,45,-19.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15375501,Paris Basketball,JL Bourg Basket,55.0,29.6,34.6,29,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15375500,LDLC ASVEL Lyon-Villeurbanne,Cholet Basket,55.0,27.3,32.3,44,-22.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15375497,Nanterre 92,Le Mans Sarthe Basket,55.0,25.6,30.6,37,-24.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15372453,Arka Gdynia,G?rnik Wa?brzych,55.0,30.5,35.5,42,-19.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15372450,Energa Trefl Sopot,Legia Warszawa,55.0,29.8,34.8,37,-20.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15372449,King Wilki Morskie Szczecin,Zastal Zielona G?ra,55.0,26.5,31.5,53,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15372448,?l?sk Wroc?aw,Dziki Warszawa,55.0,28.7,33.7,45,-21.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15366302,GGD ?en?ur,KK Krka Novo Mesto,55.0,30.2,35.2,42,-19.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15364118,Kauno kolegija,Kauno technologijos universitetas,55.0,28.7,33.7,60,-21.3,UNDER,False,-1,-100
q3_total,women,15299649,Spirou Basket PDL,Mithra Castors Braine,55.0,19.6,24.6,31,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15265199,San Mart?n de Corrientes,Pe?arol Mar del Plata,55.0,29.3,34.3,44,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15265193,San Lorenzo de Almagro,Quimsa Santiago del Estero,55.0,27.7,32.7,42,-22.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15265191,Boca Juniors,Instituto Atl?tico Central C?rdoba,55.0,25.1,30.1,40,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15204223,S?o Jos? dos Campos,Corinthians,55.0,31.5,36.5,49,-18.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15204219,Botafogo,Bauru Basket,55.0,24.7,29.7,48,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15204218,Flamengo,Sesi Franca Basquete,55.0,29.6,34.6,44,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15204217,Minas T?nis Clube,Rio Claro Basquete,55.0,27.2,32.2,40,-22.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15204216,EC Pinheiros,Club Athl?tico Paulistano,55.0,24.7,29.7,34,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15204214,Cruzeiro Basquete,Caixa Brasilia Basquete,55.0,29.6,34.6,46,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15202937,Ceisc/Uni?o Corinthians,Basquete Osasco,55.0,29.6,34.6,47,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15180619,Dewa United Basketball Surabaya,Rajawali Medan,55.0,28.9,33.9,40,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15113614,Independiente BBC de Santiago del Estero,Bochas Sport Club de Colonia Caroya,55.0,29.4,34.4,34,-20.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15113613,Sportivo Suardi,Amancay de la Rioja,55.0,25.1,30.1,29,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15113612,Hindu Club,Santa Paula de G?lvez,55.0,26.7,31.7,42,-23.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15113611,Uni?n de Mar del Plata,Alianza Viedma,55.0,25.1,30.1,40,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15113609,Estudiantes de Tucum?n,Bochas Sport Club de Colonia Caroya,55.0,25.1,30.1,37,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15113608,Club Atl?tico San Isidro,Deportivo Rivadavia Mendoza,55.0,23.2,28.2,46,-26.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15113607,Fusion Riojana,Comunicaciones,55.0,29.3,34.3,40,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15113606,Tom?s de Rocamora,El Talar y Anexo B?squet,55.0,23.6,28.6,45,-26.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15113605,Centenario de Venado Tuerto,Pergamino B?sket,55.0,24.6,29.6,32,-25.4,UNDER,True,0.91,91.0
q3_total,women,15110199,Rose BC,Hive BC,55.0,15.8,20.8,35,-34.2,UNDER,True,0.91,91.0
q3_total,women,15110198,Laces BC,Phantom BC,55.0,20.4,25.4,32,-29.6,UNDER,True,0.91,91.0
q3_total,women,14999654,Ole Miss Rebels,LSU Tigers,55.0,20.0,25.0,37,-30.0,UNDER,True,0.91,91.0
q3_total,women,14999650,Alabama Crimson Tide,South Carolina Gamecocks,55.0,20.9,25.9,33,-29.1,UNDER,True,0.91,91.0
q3_total,women,14999637,Tennessee Lady Volunteers,Texas A&M Aggies,55.0,19.2,24.2,31,-30.8,UNDER,True,0.91,91.0
q3_total,women,14999636,Georgia Bulldogs,Oklahoma Sooners,55.0,22.4,27.4,30,-27.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14442357,Brooklyn Nets,Sacramento Kings,55.0,43.5,48.5,46,-6.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14442211,Charlotte Hornets,Boston Celtics,55.0,45.3,50.3,52,-4.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14441832,Portland Trail Blazers,Washington Wizards,55.0,42.4,47.4,52,-7.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14442234,Toronto Raptors,Orlando Magic,55.0,43.8,48.8,68,-6.2,UNDER,False,-1,-100
q3_total,men_or_open,14441993,New Orleans Pelicans,Houston Rockets,55.0,45.5,50.5,66,-4.5,UNDER,False,-1,-100
q3_total,women,14999346,Arkansas Razorbacks,Texas Longhorns,55.0,19.7,24.7,43,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15665852,Academic Bultex 99 Plovdiv,Shumen,55.0,26.5,31.5,51,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14863604,Al Wahda,BC Astana,55.0,39.8,44.8,42,-10.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14821238,KB Rahoveci 029,KB Golden Eagle Ylli,55.0,25.1,30.1,38,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14791959,Antwerp Giants B,Basket Willebroek,55.0,26.5,31.5,50,-23.5,UNDER,True,0.91,91.0
q3_total,women,14756941,UCLA Bruins,Washington Huskies,55.0,20.8,25.8,40,-29.2,UNDER,True,0.91,91.0
q3_total,women,14756937,Purdue Boilermakers,Iowa Hawkeyes,55.0,19.7,24.7,35,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14733872,KK Pelister,KK Angeli,55.0,28.7,33.7,44,-21.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14731158,KB Peja,KB V?llaznimi,55.0,27.0,32.0,39,-23.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14715556,Dynamo Vladivostok,Khimki Moscow Oblast,55.0,24.7,29.7,49,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14715550,Dynamo Grozny,Temp-SUMZ Revda,55.0,25.1,30.1,37,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14715549,Zenit-2 St. Petersburg,Kupol-Rodniki Izhevsk,55.0,26.5,31.5,41,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14714629,Perth Wildcats,Adelaide 36ers,55.0,26.7,31.7,41,-23.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14714628,Brisbane Bullets,Sydney Kings,55.0,41.2,46.2,42,-8.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14704325,BS Tukums/Tss,Ventspils Augstskola,55.0,25.8,30.8,35,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14704324,BK Bauska,BK Liepaja/Lsss,55.0,22.5,27.5,37,-27.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14704323,BK Saldus,BK Marupe/LU,55.0,25.2,30.2,43,-24.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14704321,BK Talsi,Ekselences Centrs,55.0,25.4,30.4,102,-24.6,UNDER,False,-1,-100
q3_total,men_or_open,14704195,BK Sigulda,Daugavpils Sporta Skola,55.0,29.2,34.2,49,-20.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14704194,Rigas Zelli B,BK Salaspils,55.0,29.6,34.6,46,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14704190,Jekabpils BA,BK Ogre/Bs Ogre,55.0,25.1,30.1,42,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14704188,BK Livani,OC Limbazi,55.0,25.6,30.6,39,-24.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14698437,MHP Riesen Ludwigsburg,SYNTAINICS Mitteldeutscher BC,55.0,28.9,33.9,43,-21.1,UNDER,True,0.91,91.0
q3_total,women,14640935,Lulea BBK,AIK Basket,55.0,20.7,25.7,37,-29.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14635776,San Diego Clippers,Austin Spurs,55.0,46.2,51.2,61,-3.8,UNDER,False,-1,-100
q3_total,men_or_open,14635775,Texas Legends,South Bay Lakers,55.0,46.4,51.4,53,-3.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14635774,Salt Lake City Stars,Oklahoma City Blue,55.0,45.9,50.9,54,-4.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14635773,Wisconsin Herd,Greensboro Swarm,55.0,45.3,50.3,56,-4.7,UNDER,False,-1,-100
q3_total,men_or_open,14635772,Sioux Falls Skyforce,Valley Suns,55.0,44.2,49.2,55,-5.8,UNDER,False,-1,-100
q3_total,men_or_open,14635770,Birmingham Squadron,Long Island Nets,55.0,34.1,39.1,56,-15.9,UNDER,False,-1,-100
q3_total,men_or_open,14635769,Sioux Falls Skyforce,Rio Grande Valley Vipers,55.0,40.0,45.0,64,-10.0,UNDER,False,-1,-100
q3_total,men_or_open,14635768,Windy City Bulls,Raptors 905,55.0,44.5,49.5,69,-5.5,UNDER,False,-1,-100
q3_total,men_or_open,14635767,Motor City Cruise,College Park Skyhawks,55.0,45.9,50.9,65,-4.1,UNDER,False,-1,-100
q3_total,men_or_open,14635766,Westchester Knicks,Grand Rapids Gold,55.0,45.9,50.9,46,-4.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14635765,San Diego Clippers,Austin Spurs,55.0,44.3,49.3,59,-5.7,UNDER,False,-1,-100
q3_total,men_or_open,14635764,Salt Lake City Stars,Oklahoma City Blue,55.0,45.9,50.9,73,-4.1,UNDER,False,-1,-100
q3_total,men_or_open,14635763,Noblesville Boom,Cleveland Charge,55.0,45.9,50.9,60,-4.1,UNDER,False,-1,-100
q3_total,men_or_open,14635762,Capital City Go-Go,Osceola Magic,55.0,44.5,49.5,57,-5.5,UNDER,False,-1,-100
q3_total,men_or_open,14635761,Delaware Blue Coats,Maine Celtics,55.0,45.9,50.9,66,-4.1,UNDER,False,-1,-100
q3_total,men_or_open,14635760,Birmingham Squadron,Long Island Nets,55.0,45.8,50.8,57,-4.2,UNDER,False,-1,-100
q3_total,men_or_open,14620580,Yokohama Excellence,Iwate Big Bulls,55.0,26.0,31.0,39,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14620579,Yamagata Wyverns,Fukui Blowwinds,55.0,30.7,35.7,49,-19.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14620578,Shinshu Brave Warriors,Kobe Storks,55.0,24.8,29.8,33,-25.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14620576,Ehime Orange Vikings,Kumamoto Volters,55.0,30.0,35.0,38,-20.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14620575,Kagoshima Rebnise,Rizing Zephyr Fukuoka,55.0,29.6,34.6,36,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14620574,Fukushima Fire Bonds,Bambitious Nara,55.0,29.6,34.6,36,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14620573,Yokohama Excellence,Iwate Big Bulls,55.0,25.2,30.2,41,-24.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14620571,Aomori Watts,Veltex Shizuoka,55.0,26.0,31.0,33,-24.0,UNDER,True,0.91,91.0
q3_total,women,14619834,Virginia Tech Hokies,North Carolina Tar Heels,55.0,23.3,28.3,37,-26.7,UNDER,True,0.91,91.0
q3_total,women,14619833,Duke Blue Devils,North Carolina State Wolfpack,55.0,20.8,25.8,37,-29.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14605460,Maccabi Raanana,Hapoel Be'er Sheva,55.0,29.7,34.7,46,-20.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14554888,Etoile de Charleville-M?zi?res,Pays Salonais Basket 13,55.0,26.1,31.1,36,-23.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14554887,BC Orchies,Besancon Avenir Comtois,55.0,25.8,30.8,38,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14554886,SOM Boulogne,AB Berck Rang-du-Fliers,55.0,26.5,31.5,36,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14554885,Andr?zieux-Bouth?on Loire Sud,Saint Vallier Basket Dr?me,55.0,24.7,29.7,45,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14554883,Mulhouse Basket Agglom?ration,Lyonso Basket,55.0,25.1,30.1,44,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14554882,AS Loon-Plage Basket,Metz Basket Club,55.0,24.7,29.7,36,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14554881,STB Le Havre,Fos Provence Basket,55.0,24.6,29.6,50,-25.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14554880,Tours M?tropole Basket-ball,Les Sables Vend?e Basket,55.0,30.9,35.9,37,-19.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14554879,Union Tarbes Lourdes Pyrenees Basket,Levallois Metropolitans Basketball,55.0,25.2,30.2,41,-24.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14554878,Toulouse BC,Pays de Foug?res Basket,55.0,29.6,34.6,56,-20.4,UNDER,False,-1,-100
q3_total,men_or_open,14554877,C'Chartres M?tropole Basket,Union Rennes Basket 35,55.0,26.6,31.6,38,-23.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14554875,Val de Seine Basket,CEP Lorient BB,55.0,24.5,29.5,35,-25.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14554874,Poissy Basket Association,Vitr? Aurore,55.0,27.0,32.0,28,-23.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14554873,P?le France U18,?toile Angers Basket,55.0,29.6,34.6,37,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14537976,Newcastle Eagles,Surrey 89ers,55.0,25.8,30.8,40,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14537975,London Lions,Leicester Riders,55.0,29.6,34.6,40,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14537974,Caledonia Gladiators,Sheffield Sharks,55.0,26.0,31.0,44,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14537973,Bristol Flyers,Cheshire Phoenix,55.0,28.0,33.0,52,-22.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14531596,Pyrinto Akatemia B,Turun Nmky,55.0,29.6,34.6,44,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14531595,Tapiolan Honka II,Kaarinan Ura Basket,55.0,37.3,42.3,52,-12.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14531215,Raiders Basket,Hba-Marsky,55.0,36.7,41.7,47,-13.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14531214,Torpan Pojat,Pyrinto Akatemia,55.0,25.0,30.0,33,-25.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14531212,Jyvaskyla Basketball Academy,Lappeenrannan NMKY,55.0,23.2,28.2,28,-26.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14497431,Bor?s Basket,Hogsbo Basket,55.0,28.0,33.0,50,-22.0,UNDER,True,0.91,91.0
q3_total,women,14453585,Vienna D.C. Timberwolves,Basket Flames,55.0,20.1,25.1,24,-29.9,UNDER,True,0.91,91.0
q3_total,women,14453584,DBB Linz Wels,Dbbc Graz,55.0,17.1,22.1,27,-32.9,UNDER,True,0.91,91.0
q3_total,women,14453583,UBI Graz,Vienna United,55.0,16.8,21.8,34,-33.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14442655,Los Angeles Clippers,Denver Nuggets,55.0,37.6,42.6,58,-12.4,UNDER,False,-1,-100
q3_total,men_or_open,14442556,Golden State Warriors,Boston Celtics,55.0,45.3,50.3,50,-4.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14442467,Charlotte Hornets,Houston Rockets,55.0,43.0,48.0,53,-7.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14442418,Cleveland Cavaliers,Brooklyn Nets,55.0,43.6,48.6,51,-6.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14442396,Portland Trail Blazers,Denver Nuggets,55.0,45.8,50.8,75,-4.2,UNDER,False,-1,-100
q3_total,men_or_open,14442321,San Antonio Spurs,Phoenix Suns,55.0,45.0,50.0,59,-5.0,UNDER,False,-1,-100
q3_total,men_or_open,14442227,Memphis Grizzlies,Utah Jazz,55.0,45.3,50.3,53,-4.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14442204,Chicago Bulls,Toronto Raptors,55.0,38.1,43.1,67,-11.9,UNDER,False,-1,-100
q3_total,men_or_open,14442072,Oklahoma City Thunder,Brooklyn Nets,55.0,31.4,36.4,61,-18.6,UNDER,False,-1,-100
q3_total,men_or_open,14442044,Minnesota Timberwolves,Dallas Mavericks,55.0,43.9,48.9,58,-6.1,UNDER,False,-1,-100
q3_total,men_or_open,14442020,Atlanta Hawks,Miami Heat,55.0,44.9,49.9,54,-5.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14441955,Washington Wizards,Indiana Pacers,55.0,42.4,47.4,62,-7.6,UNDER,False,-1,-100
q3_total,men_or_open,14441928,New York Knicks,Detroit Pistons,55.0,42.8,47.8,63,-7.2,UNDER,False,-1,-100
q3_total,men_or_open,14441829,Washington Wizards,Indiana Pacers,55.0,45.3,50.3,59,-4.7,UNDER,False,-1,-100
q3_total,men_or_open,14441806,Charlotte Hornets,Cleveland Cavaliers,55.0,45.8,50.8,67,-4.2,UNDER,False,-1,-100
q3_total,men_or_open,14441693,Uralmash Yekaterinburg,Zenit St. Petersburg,55.0,28.1,33.1,27,-21.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14439210,Sacramento Kings,Orlando Magic,55.0,44.8,49.8,67,-5.2,UNDER,False,-1,-100
q3_total,men_or_open,14439208,Los Angeles Lakers,Los Angeles Clippers,55.0,43.7,48.7,57,-6.3,UNDER,False,-1,-100
q3_total,men_or_open,14439187,Philadelphia 76ers,Atlanta Hawks,55.0,45.3,50.3,59,-4.7,UNDER,False,-1,-100
q3_total,men_or_open,14439138,New Orleans Pelicans,Milwaukee Bucks,55.0,45.3,50.3,63,-4.7,UNDER,False,-1,-100
q3_total,women,14374436,PEAC-P?cs,Sopron Basket,55.0,18.5,23.5,40,-31.5,UNDER,True,0.91,91.0
q3_total,women,14374104,Lyon ASVEL F?minin,ESB Villeneuve D'ascq,55.0,17.5,22.5,23,-32.5,UNDER,True,0.91,91.0
q3_total,women,14374103,Angers UFB 49,Landerneau Bretagne Basket,55.0,20.2,25.2,34,-29.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14373886,Palencia Baloncesto,Urbas Fuenlabrada,55.0,29.6,34.6,36,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14373885,Leyma Basquet Coru?a,Movistar Estudiantes,55.0,28.6,33.6,47,-21.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14373884,Grupo Ureta Tizona Burgos,Oviedo Baloncesto,55.0,29.3,34.3,35,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14341377,Cestistica Citt? di San Severo,Umana San Giobbe Chiusi,55.0,25.8,30.8,35,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14341029,UCC Assigeco Piacenza,Tramarossa Vicenza,55.0,26.1,31.1,54,-23.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14341026,Herons Basket,Novipi? Monferrato Basket,55.0,28.1,33.1,32,-21.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14292123,Alba Berlin,Mitteldeutscher BC,55.0,25.1,30.1,39,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14251589,Team Fog N?stved,Holbaek-Stenhus,55.0,39.0,44.0,50,-11.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14251587,BMS Herlev Wolfpack,V?rl?se BBK,55.0,26.0,31.0,44,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14251586,BC Copenhagen,BK Amager,55.0,28.0,33.0,36,-22.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14251584,BK Vejen,EBAA-Basketball,55.0,29.1,34.1,42,-20.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14251581,Horsens IC,Bakken Bears,55.0,26.0,31.0,39,-24.0,UNDER,True,0.91,91.0
