target,gender,match_id,home_team,away_team,sportsbook_line,prediction,suggested_line,actual,edge,bet,bet_hit,profit,roi_pct
q3_total,men_or_open,15572911,Toros Laguna,Pioneros de Los Mochis,55.5,26.0,31.0,44,-29.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15572910,Rayos de Hermosillo,Zonkeys De Tijuana,55.5,25.6,30.6,42,-29.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15571597,Be?ikta? Gain,Anadolu Efes,55.5,29.6,34.6,48,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15569029,KK Kotor,KK Mornar Bar,55.5,24.7,29.7,41,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15569027,KK Budu?nost VOLI,KK SC Derby,55.5,22.5,27.5,45,-33.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15566342,Fenerbah?e Beko,T?rk Telekom B.K.,55.5,26.0,31.0,40,-29.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15566274,Tartu ?likool Maks & Moorits,TalTech Basketball,55.5,25.4,30.4,46,-30.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15563903,Baxi Manresa (Cyber),Reyer Venezia (Cyber),55.5,24.5,29.5,35,-31.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15563320,CBA/CPSS U17,Fredrikstad Uxtreme U17,55.5,25.8,30.8,34,-29.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15563318,Gimle Basket U17,Basketbola Klase U17,55.5,27.1,32.1,41,-28.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15563317,BVBS U17,Animales Warsaw U17,55.5,24.6,29.6,33,-30.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15563316,CBA/CPSS U17,Oppsal Panthers U17,55.5,26.1,31.1,34,-29.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15563315,Basketbola Klase U17,Drive Academy Elite U17,55.5,25.5,30.5,48,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15563314,Gimle Basket U17,BVBS U17,55.5,25.1,30.1,29,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15563313,Valur U17,Fredrikstad Uxtreme U17,55.5,28.3,33.3,47,-27.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15563312,CBA/CPSS U17,Basketbola Klase U17,55.5,43.6,48.6,40,-11.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15563311,Drive Academy Elite U17,Animales Warsaw U17,55.5,27.7,32.7,53,-27.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15563310,Valur U17,BVBS U17,55.5,29.0,34.0,28,-26.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15559061,Druskinink? Akvil?,Taurag?s Taurag?,55.5,28.9,33.9,44,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15559060,BC ?irvintos-UHB Group,Bir?tono Milasta,55.5,24.1,29.1,41,-31.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15559056,BC Bir?ai,Akmen?s Sporto Centras,55.5,30.1,35.1,38,-25.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15559052,KK Kupi?kis,Vilniaus Rytas-MRU,55.5,36.1,41.1,39,-19.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15559050,Kauno ?algiris-3,Kazl? R?dos Ataka-Danilus,55.5,28.9,33.9,55,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15559046,?ilal?s L??is,Joni?kio Delikatesas,55.5,25.8,30.8,43,-29.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15559043,Vytauto Did?iojo universitetas,Garg?d? SC-2,55.5,30.2,35.2,44,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15556594,KK Cedevita Olimpija,Kansai Helios Dom?ale,55.5,29.6,34.6,42,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15556161,Vienna United U13,RBS Centrs U13,55.5,25.0,30.0,23,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15556160,BMS Herlev U13,Muks Basket Warszawa U13,55.5,25.2,30.2,41,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15556159,RBS Centrs U13,Unibasket Lanciano U13,55.5,24.6,29.6,40,-30.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15556158,Zalgiris U13,SKM-Mustangs U13,55.5,24.8,29.8,27,-30.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15556157,Academy Istanbul U13,Tartu Ulikool U13,55.5,22.5,27.5,16,-33.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15556156,Akademia Mlodych Dzikow U13,Academy Istanbul U13,55.5,25.1,30.1,24,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15556155,Vienna United U13,BMS Herlev U13,55.5,25.5,30.5,23,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15556154,Unibasket Lanciano U13,Tartu Ulikool U13,55.5,25.7,30.7,42,-29.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15556153,Muks Basket Warszawa U13,Akademia Mlodych Dzikow U13,55.5,25.0,30.0,41,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15556152,SKM-Mustangs U13,Academy Istanbul U13,55.5,24.7,29.7,37,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15556151,Unibasket Lanciano U13,Vienna United U13,55.5,29.6,34.6,33,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15555656,Chicharroneros de Bayamon,Artesanos de Las Piedras,55.5,27.0,32.0,35,-28.5,UNDER,True,0.91,91.0
q3_total,women,15554514,Sporting Al-Riyadi Beirut,Antranik Beirut,55.5,18.5,23.5,40,-37.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15552826,Enosis Neon Paralimni,APOEL B.C.,55.5,30.2,35.2,37,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15552825,Keravnos Strovolou,Digenis Akritas Morphou,55.5,23.9,28.9,47,-31.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15552824,Achilleas Kaimakliou,AEL Limassol B.C.,55.5,24.2,29.2,39,-31.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15552823,Anorthosis Famagusta,AEK Larnaca B.C.,55.5,30.1,35.1,38,-25.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15552814,Paide Betmaster,Eesti Maaulikool,55.5,23.6,28.6,39,-31.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15552813,Hepa Rapla,RAE Koss/Hansaviimistlus,55.5,28.9,33.9,45,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15552812,SK Haapsalu,Kadrina Karud,55.5,25.4,30.4,42,-30.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15552811,Haljala NGU,Reinar Halliku Korvpallikool,55.5,39.0,44.0,41,-16.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15552810,Tamsalu Los Toros/TAL TECH,Tartu ?likool/Estiko,55.5,29.6,34.6,32,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15552809,Audentese SG,Rock Tartu Terminal,55.5,26.0,31.0,45,-29.5,UNDER,True,0.91,91.0
q3_total,women,15550563,Kepler,APR BBC,55.5,21.2,26.2,19,-34.3,UNDER,True,0.91,91.0
q3_total,women,15548182,Nadezhda Orenburg Oblast,Dinamo Kursk,55.5,20.2,25.2,31,-35.3,UNDER,True,0.91,91.0
q3_total,women,15548181,Dinamo Novosibirsk Oblast,Enisey Krasnoyarsk,55.5,21.2,26.2,29,-34.3,UNDER,True,0.91,91.0
q3_total,women,15548180,Neftyanik-Titan Omsk Oblast,BC Samara,55.5,18.9,23.9,25,-36.6,UNDER,True,0.91,91.0
q3_total,women,15548176,Energiya Ivanovo,MBA-MGUSiT Moscow,55.5,20.2,25.2,31,-35.3,UNDER,True,0.91,91.0
q3_total,women,15548174,Sparta and K Vidnoe,UGMK Ekaterinburg,55.5,19.8,24.8,44,-35.7,UNDER,True,0.91,91.0
q3_total,women,15548172,Dinamo Moscow,Nika-Luzales Syktyvkar,55.5,17.1,22.1,57,-38.4,UNDER,False,-1,-100
q3_total,men_or_open,15547660,?KK Studio Zagreb,?KK Plamen Po?ega,55.5,25.1,30.1,26,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15547659,KK FSV Rijeka,?KK Ragusa Dubrovnik,55.5,26.1,31.1,22,-29.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15545312,REG,Tigers BBC,55.5,25.2,30.2,28,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15545311,United Generations For Basketball,Patriots BC,55.5,24.9,29.9,45,-30.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15537814,BKK Radni?ki Beograd,KK Vojvodina,55.5,29.1,34.1,30,-26.4,UNDER,True,0.91,91.0
q3_total,women,15536304,AEL,Anagennisi Germasogias,55.5,21.0,26.0,33,-34.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15535804,Racing Kruegger,CD Cimanes,55.5,27.4,32.4,48,-28.1,UNDER,True,0.91,91.0
q3_total,women,15535020,Clip Teams,SL Benfica,55.5,19.8,24.8,34,-35.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15532635,Kedainiu SC,KK Vilkavi?kio Perlas,55.5,26.8,31.8,39,-28.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15532634,Omega Kauno,Alytaus Alytus,55.5,26.9,31.9,36,-28.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15531699,?ilut?s ?ilut?,BC Jurbarkas-Karys,55.5,27.2,32.2,34,-28.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15531693,Klaip?dos Nept?nas-Akvaservis,Vilniaus Stekas,55.5,25.7,30.7,37,-29.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15531692,Palangos Olimpas,Kretingos Kretinga,55.5,25.2,30.2,26,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15531560,Sud?va-Mantinga Marijampol?,Vilniaus Rytas-2,55.5,24.5,29.5,46,-31.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15531559,?akiai Vytis-VDU,BC Tel?iai,55.5,29.0,34.0,54,-26.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15531558,Kauno ?algiris II,BC M Basket-DELAMODE Ma?eikiai,55.5,28.9,33.9,52,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15527038,Khasin Khuleguud,Erdenet Miners,55.5,25.5,30.5,34,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15527037,Bishrelt Metal,Zavkhan Brothers,55.5,25.0,30.0,47,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15525432,KCCA Panthers,Sommet BC,55.5,25.4,30.4,25,-30.1,UNDER,True,0.91,91.0
q3_total,women,15514799,Victoria She Crocs,Nabisunsa Girls,55.5,19.3,24.3,22,-36.2,UNDER,True,0.91,91.0
q3_total,women,15514796,Angels Basketball,UPDF Lady Tomahawks,55.5,20.2,25.2,22,-35.3,UNDER,True,0.91,91.0
q3_total,women,15514793,JT Lady Jaguars,KCCA Leopards,55.5,20.6,25.6,17,-34.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15508789,Hapoel Eilat,Otef Darom BC,55.5,28.9,33.9,46,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15508788,Maccabi Haifa BC,AS Ramat Hasharon,55.5,29.1,34.1,39,-26.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15508481,Sitra,Isa Town,55.5,41.6,46.6,45,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15508480,Samaheej,Al Ettihad,55.5,26.5,31.5,40,-29.0,UNDER,True,0.91,91.0
q3_total,women,15494357,Tom?s de Rocamora,Independiente de Neuqu?n,55.5,16.5,21.5,34,-39.0,UNDER,True,0.91,91.0
q3_total,women,15494353,Obras Sanitarias,Ferro Carril Oeste,55.5,20.4,25.4,35,-35.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15492685,Seixal Clube 1925,Pa?o de Arcos Clube Oeiras,55.5,24.7,29.7,52,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15492662,Sporting CP U23,Barreirense Basket,55.5,26.0,31.0,43,-29.5,UNDER,True,0.91,91.0
q3_total,women,15485866,Galatasaray,Basket Landes,55.5,21.2,26.2,27,-34.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15478590,Malv?n,Uni?n Atl?tica,55.5,27.0,32.0,36,-28.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15478589,Urunday Universitario,Pe?arol,55.5,29.4,34.4,47,-26.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15478588,Goes,Hebraica Macabi,55.5,31.2,36.2,50,-24.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15478585,Nacional,Cord?n,55.5,41.6,46.6,46,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15478584,Defensor Sporting,Aguada,55.5,42.1,47.1,39,-13.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15474544,Shumen,BC Levski Lukoil,55.5,25.5,30.5,35,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15471325,USK Praha B,BK Napos Vysoka Nad Labem,55.5,25.8,30.8,54,-29.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15471295,Sokol Pra?sk?,BK Lions Jindrichuv Hradec,55.5,30.4,35.4,42,-25.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15471271,SKB Zlin,Valecnici Decin,55.5,26.5,31.5,44,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15471263,BA Lynx Liberec,BK Opava B,55.5,28.9,33.9,30,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15471262,BK Novy Jicin,BK Lokomotiva Plze?,55.5,24.7,29.7,41,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15462129,Minyor 2015,Cherno More Ticha,55.5,29.9,34.9,48,-25.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15462128,Balkan Botevgrad,BC Spartak Pleven,55.5,24.4,29.4,36,-31.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15461492,Swiss Central Basketball,BC Winterthur,55.5,27.0,32.0,36,-28.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15460114,Veolia Towers Hamburg (Cyber),Fenerbah?e (Cyber),55.5,24.1,29.1,37,-31.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15450029,Vilniaus Rajono Krep?inio Klubas,Lazdij? Briedis-Piet? Megrame,55.5,36.3,41.3,46,-19.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15446896,Kosner Baskonia,La Laguna Tenerife,55.5,25.5,30.5,46,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15445694,Bar?a Basket,UCAM Murcia,55.5,28.9,33.9,36,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15441324,Valencia Basket,Joventut Badalona,55.5,25.8,30.8,47,-29.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15441267,Kobrat,Kouvot Kouvola,55.5,27.2,32.2,46,-28.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15441254,Tapiolan Honka Espoo,Helsinki Seagulls IF,55.5,29.6,34.6,49,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15441241,Salon Vilpas Vikings,Korihait Uusikaupunki,55.5,29.6,34.6,28,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15428039,SL Benfica,Ovarense,55.5,28.2,33.2,52,-27.3,UNDER,True,0.91,91.0
q3_total,women,15420613,Levhartice Chomutov B,Sokol Nusle,55.5,20.2,25.2,35,-35.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15411719,Al Muharraq,AL Ahli BH,55.5,25.8,30.8,45,-29.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15408382,CSM CSU Oradea 2,Clubul Sportiv V?lcea 1924 2,55.5,29.9,34.9,43,-25.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15407767,Pallacanestro Calenzano,Basket Scandicci,55.5,25.6,30.6,29,-29.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15407766,Minibasket Valbisenzio,Valdelsa Basket,55.5,22.7,27.7,40,-32.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407765,Laurenziana Basket,Basket Asciano,55.5,25.2,30.2,32,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15407000,Vela Basket,Cus Pisa,55.5,25.0,30.0,32,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15404368,KK Cibona U17,KK Vedi Bjelovar U17,55.5,36.1,41.1,37,-19.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15403691,Staryi Lutsk-Universitet,BC Kharkivski Sokoly,55.5,28.9,33.9,37,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15403684,BC Hoverla,BC Cherkaski Mavpy,55.5,30.5,35.5,49,-25.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15402072,UMF Sindri,KV Reykjav?k,55.5,28.3,33.3,36,-27.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15402070,Selfoss,Fj?lnir,55.5,29.6,34.6,34,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15402069,Thor AK Akureyri,UMF Skallagrimur,55.5,31.5,36.5,39,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15402068,Brei?ablik,H?ttur,55.5,28.9,33.9,32,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15402067,Snaefell,Haukar,55.5,28.9,33.9,53,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15402065,LTH Castings,KK Celje,55.5,26.5,31.5,35,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15402064,SISU Copenhagen,Falcon,55.5,25.4,30.4,34,-30.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15401437,Jonavos SC,Kauno raj. Tornado KM-Tauras,55.5,30.9,35.9,35,-24.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15401436,Pakruojo SC-Lygum? ??B,Skuodo KKSC-Kur?asta,55.5,29.1,34.1,22,-26.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15401435,?iauli? KA Saul?-?SG,BC Radvili?kis,55.5,25.0,30.0,48,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15401434,KK Trakai-Trak? SC,Kai?iadori? Saving?,55.5,28.6,33.6,50,-26.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15401052,Griffin,Free UNI & Agr UNI,55.5,29.6,34.6,47,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15401038,Alytaus SRC,Kauno kolegija,55.5,24.2,29.2,41,-31.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15395134,Virtus Bologna,GeVi Napoli Basket,55.5,24.0,29.0,49,-31.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15395133,Umana Reyer Venezia,Bertram Derthona Tortona,55.5,29.6,34.6,38,-25.9,UNDER,True,0.91,91.0
q3_total,women,15384060,Municipal Targoviste,FCC UAV Basketball Arad,55.5,20.4,25.4,26,-35.1,UNDER,True,0.91,91.0
q3_total,women,15384059,CS Rapid,ACS Sepsi SIC,55.5,17.8,22.8,46,-37.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15375502,Monaco Basket,SIG Strasbourg,55.5,30.1,35.1,45,-25.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15375501,Paris Basketball,JL Bourg Basket,55.5,29.6,34.6,29,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15375500,LDLC ASVEL Lyon-Villeurbanne,Cholet Basket,55.5,27.3,32.3,44,-28.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15375497,Nanterre 92,Le Mans Sarthe Basket,55.5,25.6,30.6,37,-29.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15372453,Arka Gdynia,G?rnik Wa?brzych,55.5,30.5,35.5,42,-25.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15372450,Energa Trefl Sopot,Legia Warszawa,55.5,29.8,34.8,37,-25.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15372449,King Wilki Morskie Szczecin,Zastal Zielona G?ra,55.5,26.5,31.5,53,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15372448,?l?sk Wroc?aw,Dziki Warszawa,55.5,28.7,33.7,45,-26.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15366302,GGD ?en?ur,KK Krka Novo Mesto,55.5,30.2,35.2,42,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15364118,Kauno kolegija,Kauno technologijos universitetas,55.5,28.7,33.7,60,-26.8,UNDER,False,-1,-100
q3_total,women,15299649,Spirou Basket PDL,Mithra Castors Braine,55.5,19.6,24.6,31,-35.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15265199,San Mart?n de Corrientes,Pe?arol Mar del Plata,55.5,29.3,34.3,44,-26.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15265193,San Lorenzo de Almagro,Quimsa Santiago del Estero,55.5,27.7,32.7,42,-27.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15265191,Boca Juniors,Instituto Atl?tico Central C?rdoba,55.5,25.1,30.1,40,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15204223,S?o Jos? dos Campos,Corinthians,55.5,31.5,36.5,49,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15204219,Botafogo,Bauru Basket,55.5,24.7,29.7,48,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15204218,Flamengo,Sesi Franca Basquete,55.5,29.6,34.6,44,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15204217,Minas T?nis Clube,Rio Claro Basquete,55.5,27.2,32.2,40,-28.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15204216,EC Pinheiros,Club Athl?tico Paulistano,55.5,24.7,29.7,34,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15204214,Cruzeiro Basquete,Caixa Brasilia Basquete,55.5,29.6,34.6,46,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15202937,Ceisc/Uni?o Corinthians,Basquete Osasco,55.5,29.6,34.6,47,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15180619,Dewa United Basketball Surabaya,Rajawali Medan,55.5,28.9,33.9,40,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15113614,Independiente BBC de Santiago del Estero,Bochas Sport Club de Colonia Caroya,55.5,29.4,34.4,34,-26.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15113613,Sportivo Suardi,Amancay de la Rioja,55.5,25.1,30.1,29,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15113612,Hindu Club,Santa Paula de G?lvez,55.5,26.7,31.7,42,-28.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15113611,Uni?n de Mar del Plata,Alianza Viedma,55.5,25.1,30.1,40,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15113609,Estudiantes de Tucum?n,Bochas Sport Club de Colonia Caroya,55.5,25.1,30.1,37,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15113608,Club Atl?tico San Isidro,Deportivo Rivadavia Mendoza,55.5,23.2,28.2,46,-32.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15113607,Fusion Riojana,Comunicaciones,55.5,29.3,34.3,40,-26.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15113606,Tom?s de Rocamora,El Talar y Anexo B?squet,55.5,23.6,28.6,45,-31.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15113605,Centenario de Venado Tuerto,Pergamino B?sket,55.5,24.6,29.6,32,-30.9,UNDER,True,0.91,91.0
q3_total,women,15110199,Rose BC,Hive BC,55.5,15.8,20.8,35,-39.7,UNDER,True,0.91,91.0
q3_total,women,15110198,Laces BC,Phantom BC,55.5,20.4,25.4,32,-35.1,UNDER,True,0.91,91.0
q3_total,women,14999654,Ole Miss Rebels,LSU Tigers,55.5,20.0,25.0,37,-35.5,UNDER,True,0.91,91.0
q3_total,women,14999650,Alabama Crimson Tide,South Carolina Gamecocks,55.5,20.9,25.9,33,-34.6,UNDER,True,0.91,91.0
q3_total,women,14999637,Tennessee Lady Volunteers,Texas A&M Aggies,55.5,19.2,24.2,31,-36.3,UNDER,True,0.91,91.0
q3_total,women,14999636,Georgia Bulldogs,Oklahoma Sooners,55.5,22.4,27.4,30,-33.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14442357,Brooklyn Nets,Sacramento Kings,55.5,43.5,48.5,46,-12.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14442211,Charlotte Hornets,Boston Celtics,55.5,45.3,50.3,52,-10.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14441832,Portland Trail Blazers,Washington Wizards,55.5,42.4,47.4,52,-13.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14442234,Toronto Raptors,Orlando Magic,55.5,43.8,48.8,68,-11.7,UNDER,False,-1,-100
q3_total,men_or_open,14441993,New Orleans Pelicans,Houston Rockets,55.5,45.5,50.5,66,-10.0,UNDER,False,-1,-100
q3_total,women,14999346,Arkansas Razorbacks,Texas Longhorns,55.5,19.7,24.7,43,-35.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15665852,Academic Bultex 99 Plovdiv,Shumen,55.5,26.5,31.5,51,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14863604,Al Wahda,BC Astana,55.5,39.8,44.8,42,-15.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14821238,KB Rahoveci 029,KB Golden Eagle Ylli,55.5,25.1,30.1,38,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14791959,Antwerp Giants B,Basket Willebroek,55.5,26.5,31.5,50,-29.0,UNDER,True,0.91,91.0
q3_total,women,14756941,UCLA Bruins,Washington Huskies,55.5,20.8,25.8,40,-34.7,UNDER,True,0.91,91.0
q3_total,women,14756937,Purdue Boilermakers,Iowa Hawkeyes,55.5,19.7,24.7,35,-35.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14733872,KK Pelister,KK Angeli,55.5,28.7,33.7,44,-26.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14731158,KB Peja,KB V?llaznimi,55.5,27.0,32.0,39,-28.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14715556,Dynamo Vladivostok,Khimki Moscow Oblast,55.5,24.7,29.7,49,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14715550,Dynamo Grozny,Temp-SUMZ Revda,55.5,25.1,30.1,37,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14715549,Zenit-2 St. Petersburg,Kupol-Rodniki Izhevsk,55.5,26.5,31.5,41,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14714629,Perth Wildcats,Adelaide 36ers,55.5,26.7,31.7,41,-28.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14714628,Brisbane Bullets,Sydney Kings,55.5,41.2,46.2,42,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14704325,BS Tukums/Tss,Ventspils Augstskola,55.5,25.8,30.8,35,-29.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14704324,BK Bauska,BK Liepaja/Lsss,55.5,22.5,27.5,37,-33.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14704323,BK Saldus,BK Marupe/LU,55.5,25.2,30.2,43,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14704321,BK Talsi,Ekselences Centrs,55.5,25.4,30.4,102,-30.1,UNDER,False,-1,-100
q3_total,men_or_open,14704195,BK Sigulda,Daugavpils Sporta Skola,55.5,29.2,34.2,49,-26.3,UNDER,True,0.91,91.0
