target,gender,match_id,home_team,away_team,sportsbook_line,prediction,actual,edge,bet,bet_hit,profit,roi_pct
q3_total,men_or_open,14341381,Dany Basket Quarrata,Janus Basket Fabriano,39.0,27.0,33,-12.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14341380,Pielle Livorno,Solbat Basket Golfo Piombino,39.0,39.6,46,0.6,OVER,True,0.91,91.0
q3_total,men_or_open,14341379,Andrea Costa Imola,Ferrara Basket 2018,39.0,24.9,38,-14.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14341378,Umana San Giobbe Chiusi,Luiss Roma,39.0,24.7,36,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14341376,SC Juvecaserta 2021,Cestistica Citt? di San Severo,39.0,39.6,33,0.6,OVER,False,-1,-100
q3_total,men_or_open,14341043,Tramarossa Vicenza,Herons Basket,39.0,28.9,35,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14341042,Orzi Basket,Novipi? Monferrato Basket,39.0,26.0,37,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14341038,Pallacanestro Fiorenzuola 1972,Knights Legnano,39.0,24.6,31,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14341037,Paffoni Fulgor Omegna,Pallacanestro Piacentina,39.0,27.7,41,-11.3,UNDER,False,-1,-100
q3_total,men_or_open,14341036,Pallacanestro Aurora Desio,Virtus Lumezzane,39.0,26.1,33,-12.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14341035,Orlandina Basket,Treviglio Brianza Basket,39.0,24.6,40,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,14341034,Fulgor Fidenza,Elachem Vigevano 1955,39.0,25.5,42,-13.5,UNDER,False,-1,-100
q3_total,men_or_open,14341032,Moncada Energy Group Agrigento,Montecatini Terme Basketball,39.0,26.1,22,-12.9,UNDER,True,0.91,91.0
q3_total,women,14336832,Passalacqua Trasporti Ragusa,Thunder Basket Matelica,39.0,21.0,23,-18.0,UNDER,True,0.91,91.0
q3_total,women,14336831,Faenza Basket Project,Rhodigium Basket Asd,39.0,19.5,26,-19.5,UNDER,True,0.91,91.0
q3_total,women,14336830,Pallacanestro Femminile Umbertide,Nuova Pallacanestro Treviso,39.0,16.4,28,-22.6,UNDER,True,0.91,91.0
q3_total,women,14336829,Golfo Basket Alcamo,Basket Club Bolzano,39.0,21.1,35,-17.9,UNDER,True,0.91,91.0
q3_total,women,14336828,Basket Viterbo Ants,San Salvatore Selargius,39.0,19.6,19,-19.4,UNDER,True,0.91,91.0
q3_total,women,14336827,PMS Basketball Moncalieri,USE Basket Rosa Scotti Empoli,39.0,20.2,30,-18.8,UNDER,True,0.91,91.0
q3_total,women,14336826,Salerno Basket 92,Sanga Milano,39.0,20.0,38,-19.0,UNDER,True,0.91,91.0
q3_total,women,14336825,Basket Girls Ancona,C.U.S. Cagliari,39.0,21.2,26,-17.8,UNDER,True,0.91,91.0
q3_total,women,14336824,Futurosa Basket Trieste,AS Vicenza,39.0,19.3,30,-19.7,UNDER,True,0.91,91.0
q3_total,women,14336823,Virtus Cagliari,ASD Basket Costa,39.0,19.2,33,-19.8,UNDER,True,0.91,91.0
q3_total,women,14336822,Bruschi Galli Bk San Giovanni Valdarno,Jolly Acli Livorno,39.0,19.3,37,-19.7,UNDER,True,0.91,91.0
q3_total,women,14336821,Pallacanestro Torino,Milano Basket Stars,39.0,18.2,27,-20.8,UNDER,True,0.91,91.0
q3_total,women,14326240,Artego Bydgoszcz,?l?za Wroc?aw,39.0,17.8,37,-21.2,UNDER,True,0.91,91.0
q3_total,women,14323739,Fila San Martino Di Lupari,Panthers Roseto,39.0,19.3,36,-19.7,UNDER,True,0.91,91.0
q3_total,women,14323738,Reyer Venezia,Asd Broni 2022,39.0,18.0,26,-21.0,UNDER,True,0.91,91.0
q3_total,women,14323737,Techmania Battipaglia,RMB Brixia Basket,39.0,18.9,33,-20.1,UNDER,True,0.91,91.0
q3_total,women,14323736,Sesto San Giovanni,Dinamo Sassari,39.0,21.0,32,-18.0,UNDER,True,0.91,91.0
q3_total,women,14323735,Autosped G BCC Derthona Basket,Famila Wuber Schio,39.0,21.0,34,-18.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14292128,Eigner Angels N?rdlingen,Rutronik Stars Keltern,39.0,24.8,38,-14.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14292127,Eisv?gel USC Freiburg,Inexio Saarlouis Royals,39.0,25.2,35,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14292125,BC Pharmaserv Marburg,GiroLive Panthers Osnabr?ck,39.0,27.0,42,-12.0,UNDER,False,-1,-100
q3_total,men_or_open,14220505,AE Sedis B?squet,IDK Gipuzkoa,39.0,24.5,27,-14.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14220504,Cb Jairis,Cab Estepona,39.0,24.3,37,-14.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14220502,Porta XI Ensino,BAXI Uni Ferrol,39.0,24.6,44,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,14220501,Gernika Bizkaia,RPK Araski,39.0,25.5,36,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14220500,Baloncesto Legan?s,Valencia Basket,39.0,31.6,35,-7.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14220499,Casademont Zaragoza Femenino,Club Jouventut Badalona,39.0,27.7,35,-11.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14220498,Perfumer?as Avenida,SPAR Citylift Girona,39.0,29.8,30,-9.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14220497,CB Spar Gran Canaria,Movistar Estudiantes,39.0,29.6,54,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,14208275,Nept?nas Klaip?dos (Cyber),Hapoel Jerusalem (Cyber),39.0,25.1,24,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14207947,Panathinaikos (Cyber),?algiris Kaunas (Cyber),39.0,24.3,36,-14.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14207945,Dubai BC (Cyber),Baskonia (Cyber),39.0,31.0,34,-8.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14207924,Hapoel TA/Sofia (Cyber),EA7 Milan (Cyber),39.0,26.0,33,-13.0,UNDER,True,0.91,91.0
q3_total,women,14195093,Caledonia Gladiators,Oaklands Wolves,39.0,19.5,28,-19.5,UNDER,True,0.91,91.0
q3_total,women,14195092,Manchester Basketball,Newcastle Eagles,39.0,19.1,39,-19.9,UNDER,False,-1,-100
q3_total,women,14195091,B. Braun Sheffield Hatters,Essex Rebels,39.0,16.5,26,-22.5,UNDER,True,0.91,91.0
q3_total,women,14195090,Leicester Riders,London Lions,39.0,18.9,32,-20.1,UNDER,True,0.91,91.0
q3_total,women,14195089,Cardiff Met Archers,Nottingham Wildcats,39.0,17.9,50,-21.1,UNDER,False,-1,-100
q3_total,men_or_open,14149264,LDP Donza,BC Guco Lier,39.0,26.5,47,-12.5,UNDER,False,-1,-100
q3_total,men_or_open,14149263,Bent Schoenen Waregem,Horticult Kontich Wolves HSE A,39.0,28.7,44,-10.3,UNDER,False,-1,-100
q3_total,men_or_open,14149262,Gembo Borgerhout,Basket SKT Ieper,39.0,26.0,50,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,14078273,KFUM Fryshuset Basket,Tureberg,39.0,24.1,49,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,14078271,Malbas ?resund,AIK Basket,39.0,29.1,47,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,14078270,IK Eos,AIK Basket,39.0,30.2,43,-8.8,UNDER,False,-1,-100
q3_total,men_or_open,14078268,Eskilstuna Basket,Djurg?rden Basket,39.0,24.9,52,-14.1,UNDER,False,-1,-100
q3_total,men_or_open,14078267,Ockelbo Basket,Wetterbygden Stars,39.0,27.3,34,-11.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14024349,Heroes Den Bosch,Filou Oostende,39.0,27.2,42,-11.8,UNDER,False,-1,-100
q3_total,men_or_open,14024348,Brussels Basketball,Hubo Limburg United,39.0,24.6,36,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14024347,Landstede Hammers,Okapi Aalst,39.0,29.6,60,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,14024346,Rotterdam City Basketball,Telenet Antwerp Giants,39.0,26.5,50,-12.5,UNDER,False,-1,-100
q3_total,men_or_open,14024345,Kangoeroes Basket Mechelen,Kortrijk Spurs,39.0,25.7,51,-13.3,UNDER,False,-1,-100
q3_total,men_or_open,14024344,Stella Artois Leuven Bears,Donar Groningen,39.0,26.0,38,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14024343,Belfius Mons-Hainaut,Zorg en Zekerheid Leiden,39.0,22.5,33,-16.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14024342,LWD Basket,Basketball Academie Limburg,39.0,29.1,48,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,14024341,Den Helder Suns,Spirou Charleroi,39.0,29.3,41,-9.7,UNDER,False,-1,-100
q3_total,men_or_open,15508231,Oberwart Gunners,UBSC Raiffeisen Graz,39.0,26.5,47,-12.5,UNDER,False,-1,-100
q3_total,men_or_open,15619757,Belize City Defenders,Orange Walk Running Rebels,39.0,24.7,31,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15619756,San Pedro Tiger Sharks,Cayo Western Ballaz,39.0,29.6,39,-9.4,UNDER,False,-1,-100
q3_total,women,15588445,KS Flamurtari Vlore,KK Vllaznia,39.0,15.8,39,-23.2,UNDER,False,-1,-100
q3_total,women,15588147,BC Partizani Tirana,KB Tirana,39.0,17.2,28,-21.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15582765,KK Budu?nost VOLI,KK Mornar Bar,39.0,28.6,48,-10.4,UNDER,False,-1,-100
q3_total,men_or_open,15582607,Ordu IK,BC Sabah,39.0,27.0,31,-12.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15582089,KK Borac,Igokea m:tel,39.0,30.1,38,-8.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15582088,KK Bosna,HKK ?iroki,39.0,26.8,45,-12.2,UNDER,False,-1,-100
q3_total,men_or_open,15580960,AEK Athens (Cyber),Paris Basketball (Cyber),39.0,25.9,26,-13.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15580943,KK Cedevita Olimpija,KK Krka Novo Mesto,39.0,28.7,47,-10.3,UNDER,False,-1,-100
q3_total,men_or_open,15579973,Gence BK Ganja,Sheki BK,39.0,28.9,34,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15579542,Profbud Legia II Warszawa,?KS II Politechnika ??dzka,39.0,34.7,40,-4.3,UNDER,False,-1,-100
q3_total,men_or_open,15578941,Vejigantes de Ponce,La Tribu de Mayaguez,39.0,25.0,30,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15578940,Maratonistas de Coamo,Caribes de Penuelas,39.0,26.5,39,-12.5,UNDER,False,-1,-100
q3_total,men_or_open,15574592,KB KEKU,KB New Basket,39.0,30.2,31,-8.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15574591,KB Kerasan,KB Drita,39.0,28.5,42,-10.5,UNDER,False,-1,-100
q3_total,men_or_open,15574590,KB Gjakova,KB Proton Cable Prizreni,39.0,28.1,35,-10.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15573066,?ibenka,KK Zadar,39.0,30.7,44,-8.3,UNDER,False,-1,-100
q3_total,men_or_open,15573064,KK Split,KK Cibona,39.0,36.3,45,-2.7,UNDER,False,-1,-100
q3_total,men_or_open,15573046,Absheron,Sheki BK,39.0,29.8,37,-9.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15573045,Gence BK Ganja,Neftchi BC,39.0,30.0,58,-9.0,UNDER,False,-1,-100
q3_total,men_or_open,15572913,?ngeles de la Ciudad de M?xico,Frayles De Guasave,39.0,27.6,48,-11.4,UNDER,False,-1,-100
q3_total,men_or_open,15572912,Ostioneros de Guaymas,Halcones de Ciudad Obreg?n,39.0,33.6,49,-5.4,UNDER,False,-1,-100
q3_total,men_or_open,15572911,Toros Laguna,Pioneros de Los Mochis,39.0,26.0,44,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,15572910,Rayos de Hermosillo,Zonkeys De Tijuana,39.0,25.6,42,-13.4,UNDER,False,-1,-100
q3_total,men_or_open,15571597,Be?ikta? Gain,Anadolu Efes,39.0,29.6,48,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15569029,KK Kotor,KK Mornar Bar,39.0,24.7,41,-14.3,UNDER,False,-1,-100
q3_total,men_or_open,15569027,KK Budu?nost VOLI,KK SC Derby,39.0,22.5,45,-16.5,UNDER,False,-1,-100
q3_total,men_or_open,15566342,Fenerbah?e Beko,T?rk Telekom B.K.,39.0,26.0,40,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,15566274,Tartu ?likool Maks & Moorits,TalTech Basketball,39.0,25.4,46,-13.6,UNDER,False,-1,-100
q3_total,men_or_open,15563903,Baxi Manresa (Cyber),Reyer Venezia (Cyber),39.0,24.5,35,-14.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15563320,CBA/CPSS U17,Fredrikstad Uxtreme U17,39.0,25.8,34,-13.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15563318,Gimle Basket U17,Basketbola Klase U17,39.0,27.1,41,-11.9,UNDER,False,-1,-100
q3_total,men_or_open,15563317,BVBS U17,Animales Warsaw U17,39.0,24.6,33,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15563316,CBA/CPSS U17,Oppsal Panthers U17,39.0,26.1,34,-12.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15563315,Basketbola Klase U17,Drive Academy Elite U17,39.0,25.5,48,-13.5,UNDER,False,-1,-100
q3_total,men_or_open,15563314,Gimle Basket U17,BVBS U17,39.0,25.1,29,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15563313,Valur U17,Fredrikstad Uxtreme U17,39.0,28.3,47,-10.7,UNDER,False,-1,-100
q3_total,men_or_open,15563312,CBA/CPSS U17,Basketbola Klase U17,39.0,43.6,40,4.6,OVER,True,0.91,91.0
q3_total,men_or_open,15563311,Drive Academy Elite U17,Animales Warsaw U17,39.0,27.7,53,-11.3,UNDER,False,-1,-100
q3_total,men_or_open,15563310,Valur U17,BVBS U17,39.0,29.0,28,-10.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15559061,Druskinink? Akvil?,Taurag?s Taurag?,39.0,28.9,44,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,15559060,BC ?irvintos-UHB Group,Bir?tono Milasta,39.0,24.1,41,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,15559056,BC Bir?ai,Akmen?s Sporto Centras,39.0,30.1,38,-8.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15559052,KK Kupi?kis,Vilniaus Rytas-MRU,39.0,36.1,39,-2.9,UNDER,False,-1,-100
q3_total,men_or_open,15559050,Kauno ?algiris-3,Kazl? R?dos Ataka-Danilus,39.0,28.9,55,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,15559046,?ilal?s L??is,Joni?kio Delikatesas,39.0,25.8,43,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,15559043,Vytauto Did?iojo universitetas,Garg?d? SC-2,39.0,30.2,44,-8.8,UNDER,False,-1,-100
q3_total,men_or_open,15556594,KK Cedevita Olimpija,Kansai Helios Dom?ale,39.0,29.6,42,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15556161,Vienna United U13,RBS Centrs U13,39.0,25.0,23,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15556160,BMS Herlev U13,Muks Basket Warszawa U13,39.0,25.2,41,-13.8,UNDER,False,-1,-100
q3_total,men_or_open,15556159,RBS Centrs U13,Unibasket Lanciano U13,39.0,24.6,40,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15556158,Zalgiris U13,SKM-Mustangs U13,39.0,24.8,27,-14.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15556157,Academy Istanbul U13,Tartu Ulikool U13,39.0,22.5,16,-16.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15556156,Akademia Mlodych Dzikow U13,Academy Istanbul U13,39.0,25.1,24,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15556155,Vienna United U13,BMS Herlev U13,39.0,25.5,23,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15556154,Unibasket Lanciano U13,Tartu Ulikool U13,39.0,25.7,42,-13.3,UNDER,False,-1,-100
q3_total,men_or_open,15556153,Muks Basket Warszawa U13,Akademia Mlodych Dzikow U13,39.0,25.0,41,-14.0,UNDER,False,-1,-100
q3_total,men_or_open,15556152,SKM-Mustangs U13,Academy Istanbul U13,39.0,24.7,37,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15556151,Unibasket Lanciano U13,Vienna United U13,39.0,29.6,33,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15555656,Chicharroneros de Bayamon,Artesanos de Las Piedras,39.0,27.0,35,-12.0,UNDER,True,0.91,91.0
q3_total,women,15554514,Sporting Al-Riyadi Beirut,Antranik Beirut,39.0,18.5,40,-20.5,UNDER,False,-1,-100
q3_total,men_or_open,15552826,Enosis Neon Paralimni,APOEL B.C.,39.0,30.2,37,-8.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15552825,Keravnos Strovolou,Digenis Akritas Morphou,39.0,23.9,47,-15.1,UNDER,False,-1,-100
q3_total,men_or_open,15552824,Achilleas Kaimakliou,AEL Limassol B.C.,39.0,24.2,39,-14.8,UNDER,False,-1,-100
q3_total,men_or_open,15552823,Anorthosis Famagusta,AEK Larnaca B.C.,39.0,30.1,38,-8.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15552814,Paide Betmaster,Eesti Maaulikool,39.0,23.6,39,-15.4,UNDER,False,-1,-100
q3_total,men_or_open,15552813,Hepa Rapla,RAE Koss/Hansaviimistlus,39.0,28.9,45,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,15552812,SK Haapsalu,Kadrina Karud,39.0,25.4,42,-13.6,UNDER,False,-1,-100
q3_total,men_or_open,15552811,Haljala NGU,Reinar Halliku Korvpallikool,39.0,39.0,41,0.0,OVER,True,0.91,91.0
q3_total,men_or_open,15552810,Tamsalu Los Toros/TAL TECH,Tartu ?likool/Estiko,39.0,29.6,32,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15552809,Audentese SG,Rock Tartu Terminal,39.0,26.0,45,-13.0,UNDER,False,-1,-100
q3_total,women,15550563,Kepler,APR BBC,39.0,21.2,19,-17.8,UNDER,True,0.91,91.0
q3_total,women,15548182,Nadezhda Orenburg Oblast,Dinamo Kursk,39.0,20.2,31,-18.8,UNDER,True,0.91,91.0
q3_total,women,15548181,Dinamo Novosibirsk Oblast,Enisey Krasnoyarsk,39.0,21.2,29,-17.8,UNDER,True,0.91,91.0
q3_total,women,15548180,Neftyanik-Titan Omsk Oblast,BC Samara,39.0,18.9,25,-20.1,UNDER,True,0.91,91.0
q3_total,women,15548176,Energiya Ivanovo,MBA-MGUSiT Moscow,39.0,20.2,31,-18.8,UNDER,True,0.91,91.0
q3_total,women,15548174,Sparta and K Vidnoe,UGMK Ekaterinburg,39.0,19.8,44,-19.2,UNDER,False,-1,-100
q3_total,women,15548172,Dinamo Moscow,Nika-Luzales Syktyvkar,39.0,17.1,57,-21.9,UNDER,False,-1,-100
q3_total,men_or_open,15547660,?KK Studio Zagreb,?KK Plamen Po?ega,39.0,25.1,26,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15547659,KK FSV Rijeka,?KK Ragusa Dubrovnik,39.0,26.1,22,-12.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15545312,REG,Tigers BBC,39.0,25.2,28,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15545311,United Generations For Basketball,Patriots BC,39.0,24.9,45,-14.1,UNDER,False,-1,-100
q3_total,men_or_open,15537814,BKK Radni?ki Beograd,KK Vojvodina,39.0,29.1,30,-9.9,UNDER,True,0.91,91.0
q3_total,women,15536304,AEL,Anagennisi Germasogias,39.0,21.0,33,-18.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15535804,Racing Kruegger,CD Cimanes,39.0,27.4,48,-11.6,UNDER,False,-1,-100
q3_total,women,15535020,Clip Teams,SL Benfica,39.0,19.8,34,-19.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15532635,Kedainiu SC,KK Vilkavi?kio Perlas,39.0,26.8,39,-12.2,UNDER,False,-1,-100
q3_total,men_or_open,15532634,Omega Kauno,Alytaus Alytus,39.0,26.9,36,-12.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15531699,?ilut?s ?ilut?,BC Jurbarkas-Karys,39.0,27.2,34,-11.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15531693,Klaip?dos Nept?nas-Akvaservis,Vilniaus Stekas,39.0,25.7,37,-13.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15531692,Palangos Olimpas,Kretingos Kretinga,39.0,25.2,26,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15531560,Sud?va-Mantinga Marijampol?,Vilniaus Rytas-2,39.0,24.5,46,-14.5,UNDER,False,-1,-100
q3_total,men_or_open,15531559,?akiai Vytis-VDU,BC Tel?iai,39.0,29.0,54,-10.0,UNDER,False,-1,-100
q3_total,men_or_open,15531558,Kauno ?algiris II,BC M Basket-DELAMODE Ma?eikiai,39.0,28.9,52,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,15527038,Khasin Khuleguud,Erdenet Miners,39.0,25.5,34,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15527037,Bishrelt Metal,Zavkhan Brothers,39.0,25.0,47,-14.0,UNDER,False,-1,-100
q3_total,men_or_open,15525432,KCCA Panthers,Sommet BC,39.0,25.4,25,-13.6,UNDER,True,0.91,91.0
q3_total,women,15514799,Victoria She Crocs,Nabisunsa Girls,39.0,19.3,22,-19.7,UNDER,True,0.91,91.0
q3_total,women,15514796,Angels Basketball,UPDF Lady Tomahawks,39.0,20.2,22,-18.8,UNDER,True,0.91,91.0
q3_total,women,15514793,JT Lady Jaguars,KCCA Leopards,39.0,20.6,17,-18.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15508789,Hapoel Eilat,Otef Darom BC,39.0,28.9,46,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,15508788,Maccabi Haifa BC,AS Ramat Hasharon,39.0,29.1,39,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,15508481,Sitra,Isa Town,39.0,41.6,45,2.6,OVER,True,0.91,91.0
q3_total,men_or_open,15508480,Samaheej,Al Ettihad,39.0,26.5,40,-12.5,UNDER,False,-1,-100
q3_total,women,15494357,Tom?s de Rocamora,Independiente de Neuqu?n,39.0,16.5,34,-22.5,UNDER,True,0.91,91.0
q3_total,women,15494353,Obras Sanitarias,Ferro Carril Oeste,39.0,20.4,35,-18.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15492685,Seixal Clube 1925,Pa?o de Arcos Clube Oeiras,39.0,24.7,52,-14.3,UNDER,False,-1,-100
q3_total,men_or_open,15492662,Sporting CP U23,Barreirense Basket,39.0,26.0,43,-13.0,UNDER,False,-1,-100
q3_total,women,15485866,Galatasaray,Basket Landes,39.0,21.2,27,-17.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15478590,Malv?n,Uni?n Atl?tica,39.0,27.0,36,-12.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15478589,Urunday Universitario,Pe?arol,39.0,29.4,47,-9.6,UNDER,False,-1,-100
q3_total,men_or_open,15478588,Goes,Hebraica Macabi,39.0,31.2,50,-7.8,UNDER,False,-1,-100
q3_total,men_or_open,15478585,Nacional,Cord?n,39.0,41.6,46,2.6,OVER,True,0.91,91.0
q3_total,men_or_open,15478584,Defensor Sporting,Aguada,39.0,42.1,39,3.1,OVER,False,-1,-100
q3_total,men_or_open,15474544,Shumen,BC Levski Lukoil,39.0,25.5,35,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15471325,USK Praha B,BK Napos Vysoka Nad Labem,39.0,25.8,54,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,15471295,Sokol Pra?sk?,BK Lions Jindrichuv Hradec,39.0,30.4,42,-8.6,UNDER,False,-1,-100
q3_total,men_or_open,15471271,SKB Zlin,Valecnici Decin,39.0,26.5,44,-12.5,UNDER,False,-1,-100
q3_total,men_or_open,15471263,BA Lynx Liberec,BK Opava B,39.0,28.9,30,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15471262,BK Novy Jicin,BK Lokomotiva Plze?,39.0,24.7,41,-14.3,UNDER,False,-1,-100
q3_total,men_or_open,15462129,Minyor 2015,Cherno More Ticha,39.0,29.9,48,-9.1,UNDER,False,-1,-100
q3_total,men_or_open,15462128,Balkan Botevgrad,BC Spartak Pleven,39.0,24.4,36,-14.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15461492,Swiss Central Basketball,BC Winterthur,39.0,27.0,36,-12.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15460114,Veolia Towers Hamburg (Cyber),Fenerbah?e (Cyber),39.0,24.1,37,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15450029,Vilniaus Rajono Krep?inio Klubas,Lazdij? Briedis-Piet? Megrame,39.0,36.3,46,-2.7,UNDER,False,-1,-100
q3_total,men_or_open,15446896,Kosner Baskonia,La Laguna Tenerife,39.0,25.5,46,-13.5,UNDER,False,-1,-100
q3_total,men_or_open,15445694,Bar?a Basket,UCAM Murcia,39.0,28.9,36,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15441324,Valencia Basket,Joventut Badalona,39.0,25.8,47,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,15441267,Kobrat,Kouvot Kouvola,39.0,27.2,46,-11.8,UNDER,False,-1,-100
q3_total,men_or_open,15441254,Tapiolan Honka Espoo,Helsinki Seagulls IF,39.0,29.6,49,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15441241,Salon Vilpas Vikings,Korihait Uusikaupunki,39.0,29.6,28,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15428039,SL Benfica,Ovarense,39.0,28.2,52,-10.8,UNDER,False,-1,-100
q3_total,women,15420613,Levhartice Chomutov B,Sokol Nusle,39.0,20.2,35,-18.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15411719,Al Muharraq,AL Ahli BH,39.0,25.8,45,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,15408382,CSM CSU Oradea 2,Clubul Sportiv V?lcea 1924 2,39.0,29.9,43,-9.1,UNDER,False,-1,-100
q3_total,men_or_open,15407767,Pallacanestro Calenzano,Basket Scandicci,39.0,25.6,29,-13.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15407766,Minibasket Valbisenzio,Valdelsa Basket,39.0,22.7,40,-16.3,UNDER,False,-1,-100
q3_total,men_or_open,15407765,Laurenziana Basket,Basket Asciano,39.0,25.2,32,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407000,Vela Basket,Cus Pisa,39.0,25.0,32,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15404368,KK Cibona U17,KK Vedi Bjelovar U17,39.0,36.1,37,-2.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15403691,Staryi Lutsk-Universitet,BC Kharkivski Sokoly,39.0,28.9,37,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15403684,BC Hoverla,BC Cherkaski Mavpy,39.0,30.5,49,-8.5,UNDER,False,-1,-100
